index	file	K	budget	attack	selector	victim	method	run_name	estimate	walltime	command
54	cross_054_k20_fc_b0_002_svgg13_aresnet20_random.sh	20	0.002	fc	VGG13BN	ResNet20BN	random	CIFAR10_ResNet20BN_fc_random_dog-bird_b0.002_eps8_seed42_selarchVGG13BN_ce5_tgt10	0-01:30:00	0-02:15:00	SEL_K=20 BUDGET=0.002 ATTACKS=fc MODELS=ResNet20BN SELECTOR_MODELS=VGG13BN SELECTIONS=random RUN_MATCHED=1 NUM_TARGETS=5 NUM_VICTIMS=4 sh cross_arch.sh
55	cross_055_k20_fc_b0_002_sconvnet_aresnet20_greedy.sh	20	0.002	fc	ConvNetBN	ResNet20BN	greedy	CIFAR10_ResNet20BN_fc_ours_dog-bird_b0.002_eps8_seed42_lam1_cosine_selarchConvNetBN_ce5_tgt10	0-01:30:00	0-02:15:00	SEL_K=20 BUDGET=0.002 ATTACKS=fc MODELS=ResNet20BN SELECTOR_MODELS=ConvNetBN SELECTIONS=greedy RUN_MATCHED=1 NUM_TARGETS=5 NUM_VICTIMS=4 sh cross_arch.sh
56	cross_056_k20_fc_b0_002_sconvnet_avgg13_greedy.sh	20	0.002	fc	ConvNetBN	VGG13BN	greedy	CIFAR10_VGG13BN_fc_ours_dog-bird_b0.002_eps8_seed42_lam1_cosine_selarchConvNetBN_ce5_tgt3	0-01:15:00	0-02:00:00	SEL_K=20 BUDGET=0.002 ATTACKS=fc MODELS=VGG13BN SELECTOR_MODELS=ConvNetBN SELECTIONS=greedy RUN_MATCHED=1 NUM_TARGETS=5 NUM_VICTIMS=4 sh cross_arch.sh
57	cross_057_k20_fc_b0_002_sresnet20_aconvnet_greedy.sh	20	0.002	fc	ResNet20BN	ConvNetBN	greedy	CIFAR10_ConvNetBN_fc_ours_dog-bird_b0.002_eps8_seed42_lam1_cosine_selarchResNet20BN_ce5_tgt50	0-01:00:00	0-01:45:00	SEL_K=20 BUDGET=0.002 ATTACKS=fc MODELS=ConvNetBN SELECTOR_MODELS=ResNet20BN SELECTIONS=greedy RUN_MATCHED=1 NUM_TARGETS=5 NUM_VICTIMS=4 sh cross_arch.sh
58	cross_058_k20_fc_b0_002_sresnet20_avgg13_greedy.sh	20	0.002	fc	ResNet20BN	VGG13BN	greedy	CIFAR10_VGG13BN_fc_ours_dog-bird_b0.002_eps8_seed42_lam1_cosine_selarchResNet20BN_ce5_tgt3	0-01:15:00	0-02:00:00	SEL_K=20 BUDGET=0.002 ATTACKS=fc MODELS=VGG13BN SELECTOR_MODELS=ResNet20BN SELECTIONS=greedy RUN_MATCHED=1 NUM_TARGETS=5 NUM_VICTIMS=4 sh cross_arch.sh
59	cross_059_k20_fc_b0_002_svgg13_aconvnet_greedy.sh	20	0.002	fc	VGG13BN	ConvNetBN	greedy	CIFAR10_ConvNetBN_fc_ours_dog-bird_b0.002_eps8_seed42_lam1_cosine_selarchVGG13BN_ce5_tgt50	0-01:00:00	0-01:45:00	SEL_K=20 BUDGET=0.002 ATTACKS=fc MODELS=ConvNetBN SELECTOR_MODELS=VGG13BN SELECTIONS=greedy RUN_MATCHED=1 NUM_TARGETS=5 NUM_VICTIMS=4 sh cross_arch.sh
60	cross_060_k20_fc_b0_002_svgg13_aresnet20_greedy.sh	20	0.002	fc	VGG13BN	ResNet20BN	greedy	CIFAR10_ResNet20BN_fc_ours_dog-bird_b0.002_eps8_seed42_lam1_cosine_selarchVGG13BN_ce5_tgt10	0-01:30:00	0-02:15:00	SEL_K=20 BUDGET=0.002 ATTACKS=fc MODELS=ResNet20BN SELECTOR_MODELS=VGG13BN SELECTIONS=greedy RUN_MATCHED=1 NUM_TARGETS=5 NUM_VICTIMS=4 sh cross_arch.sh
61	cross_061_k20_fc_b0_002_sconvnet_aresnet20_dpp.sh	20	0.002	fc	ConvNetBN	ResNet20BN	dpp	CIFAR10_ResNet20BN_fc_ours_dog-bird_b0.002_eps8_seed42_lam1_cosine_seldpp2_selarchConvNetBN_ce5_tgt10	0-01:30:00	0-02:15:00	SEL_K=20 BUDGET=0.002 ATTACKS=fc MODELS=ResNet20BN SELECTOR_MODELS=ConvNetBN SELECTIONS=dpp RUN_MATCHED=1 NUM_TARGETS=5 NUM_VICTIMS=4 sh cross_arch.sh
62	cross_062_k20_fc_b0_002_sconvnet_avgg13_dpp.sh	20	0.002	fc	ConvNetBN	VGG13BN	dpp	CIFAR10_VGG13BN_fc_ours_dog-bird_b0.002_eps8_seed42_lam1_cosine_seldpp2_selarchConvNetBN_ce5_tgt3	0-01:15:00	0-02:00:00	SEL_K=20 BUDGET=0.002 ATTACKS=fc MODELS=VGG13BN SELECTOR_MODELS=ConvNetBN SELECTIONS=dpp RUN_MATCHED=1 NUM_TARGETS=5 NUM_VICTIMS=4 sh cross_arch.sh
63	cross_063_k20_fc_b0_002_sresnet20_aconvnet_dpp.sh	20	0.002	fc	ResNet20BN	ConvNetBN	dpp	CIFAR10_ConvNetBN_fc_ours_dog-bird_b0.002_eps8_seed42_lam1_cosine_seldpp2_selarchResNet20BN_ce5_tgt50	0-01:00:00	0-01:45:00	SEL_K=20 BUDGET=0.002 ATTACKS=fc MODELS=ConvNetBN SELECTOR_MODELS=ResNet20BN SELECTIONS=dpp RUN_MATCHED=1 NUM_TARGETS=5 NUM_VICTIMS=4 sh cross_arch.sh
64	cross_064_k20_fc_b0_002_sresnet20_avgg13_dpp.sh	20	0.002	fc	ResNet20BN	VGG13BN	dpp	CIFAR10_VGG13BN_fc_ours_dog-bird_b0.002_eps8_seed42_lam1_cosine_seldpp2_selarchResNet20BN_ce5_tgt3	0-01:15:00	0-02:00:00	SEL_K=20 BUDGET=0.002 ATTACKS=fc MODELS=VGG13BN SELECTOR_MODELS=ResNet20BN SELECTIONS=dpp RUN_MATCHED=1 NUM_TARGETS=5 NUM_VICTIMS=4 sh cross_arch.sh
65	cross_065_k20_fc_b0_002_svgg13_aconvnet_dpp.sh	20	0.002	fc	VGG13BN	ConvNetBN	dpp	CIFAR10_ConvNetBN_fc_ours_dog-bird_b0.002_eps8_seed42_lam1_cosine_seldpp2_selarchVGG13BN_ce5_tgt50	0-01:00:00	0-01:45:00	SEL_K=20 BUDGET=0.002 ATTACKS=fc MODELS=ConvNetBN SELECTOR_MODELS=VGG13BN SELECTIONS=dpp RUN_MATCHED=1 NUM_TARGETS=5 NUM_VICTIMS=4 sh cross_arch.sh
66	cross_066_k20_fc_b0_002_svgg13_aresnet20_dpp.sh	20	0.002	fc	VGG13BN	ResNet20BN	dpp	CIFAR10_ResNet20BN_fc_ours_dog-bird_b0.002_eps8_seed42_lam1_cosine_seldpp2_selarchVGG13BN_ce5_tgt10	0-01:30:00	0-02:15:00	SEL_K=20 BUDGET=0.002 ATTACKS=fc MODELS=ResNet20BN SELECTOR_MODELS=VGG13BN SELECTIONS=dpp RUN_MATCHED=1 NUM_TARGETS=5 NUM_VICTIMS=4 sh cross_arch.sh
67	cross_067_k1_gradmatch_b0_002_sconvnet_aconvnet_random.sh	1	0.002	gradmatch	ConvNetBN	ConvNetBN	random	CIFAR10_ConvNetBN_gradmatch_random_dog-bird_b0.002_eps8_seed42_K1_ce5_tgt70	0-01:00:00	0-01:45:00	SEL_K=1 BUDGET=0.002 ATTACKS=gradmatch MODELS=ConvNetBN SELECTOR_MODELS=ConvNetBN SELECTIONS=random RUN_MATCHED=1 NUM_TARGETS=5 NUM_VICTIMS=4 sh cross_arch.sh
68	cross_068_k1_gradmatch_b0_002_sconvnet_aresnet20_random.sh	1	0.002	gradmatch	ConvNetBN	ResNet20BN	random	CIFAR10_ResNet20BN_gradmatch_random_dog-bird_b0.002_eps8_seed42_selarchConvNetBN_K1_ce5_tgt14	0-01:45:00	0-02:30:00	SEL_K=1 BUDGET=0.002 ATTACKS=gradmatch MODELS=ResNet20BN SELECTOR_MODELS=ConvNetBN SELECTIONS=random RUN_MATCHED=1 NUM_TARGETS=5 NUM_VICTIMS=4 sh cross_arch.sh
69	cross_069_k1_gradmatch_b0_002_sconvnet_avgg13_random.sh	1	0.002	gradmatch	ConvNetBN	VGG13BN	random	CIFAR10_VGG13BN_gradmatch_random_dog-bird_b0.002_eps8_seed42_selarchConvNetBN_K1_ce5_tgt50	0-01:30:00	0-02:15:00	SEL_K=1 BUDGET=0.002 ATTACKS=gradmatch MODELS=VGG13BN SELECTOR_MODELS=ConvNetBN SELECTIONS=random RUN_MATCHED=1 NUM_TARGETS=5 NUM_VICTIMS=4 sh cross_arch.sh
70	cross_070_k1_gradmatch_b0_002_sresnet20_aconvnet_random.sh	1	0.002	gradmatch	ResNet20BN	ConvNetBN	random	CIFAR10_ConvNetBN_gradmatch_random_dog-bird_b0.002_eps8_seed42_selarchResNet20BN_K1_ce5_tgt70	0-01:00:00	0-01:45:00	SEL_K=1 BUDGET=0.002 ATTACKS=gradmatch MODELS=ConvNetBN SELECTOR_MODELS=ResNet20BN SELECTIONS=random RUN_MATCHED=1 NUM_TARGETS=5 NUM_VICTIMS=4 sh cross_arch.sh
71	cross_071_k1_gradmatch_b0_002_sresnet20_aresnet20_random.sh	1	0.002	gradmatch	ResNet20BN	ResNet20BN	random	CIFAR10_ResNet20BN_gradmatch_random_dog-bird_b0.002_eps8_seed42_K1_ce5_tgt14	0-01:45:00	0-02:30:00	SEL_K=1 BUDGET=0.002 ATTACKS=gradmatch MODELS=ResNet20BN SELECTOR_MODELS=ResNet20BN SELECTIONS=random RUN_MATCHED=1 NUM_TARGETS=5 NUM_VICTIMS=4 sh cross_arch.sh
72	cross_072_k1_gradmatch_b0_002_sresnet20_avgg13_random.sh	1	0.002	gradmatch	ResNet20BN	VGG13BN	random	CIFAR10_VGG13BN_gradmatch_random_dog-bird_b0.002_eps8_seed42_selarchResNet20BN_K1_ce5_tgt50	0-01:30:00	0-02:15:00	SEL_K=1 BUDGET=0.002 ATTACKS=gradmatch MODELS=VGG13BN SELECTOR_MODELS=ResNet20BN SELECTIONS=random RUN_MATCHED=1 NUM_TARGETS=5 NUM_VICTIMS=4 sh cross_arch.sh
73	cross_073_k1_gradmatch_b0_002_svgg13_aconvnet_random.sh	1	0.002	gradmatch	VGG13BN	ConvNetBN	random	CIFAR10_ConvNetBN_gradmatch_random_dog-bird_b0.002_eps8_seed42_selarchVGG13BN_K1_ce5_tgt70	0-01:00:00	0-01:45:00	SEL_K=1 BUDGET=0.002 ATTACKS=gradmatch MODELS=ConvNetBN SELECTOR_MODELS=VGG13BN SELECTIONS=random RUN_MATCHED=1 NUM_TARGETS=5 NUM_VICTIMS=4 sh cross_arch.sh
74	cross_074_k1_gradmatch_b0_002_svgg13_aresnet20_random.sh	1	0.002	gradmatch	VGG13BN	ResNet20BN	random	CIFAR10_ResNet20BN_gradmatch_random_dog-bird_b0.002_eps8_seed42_selarchVGG13BN_K1_ce5_tgt14	0-01:45:00	0-02:30:00	SEL_K=1 BUDGET=0.002 ATTACKS=gradmatch MODELS=ResNet20BN SELECTOR_MODELS=VGG13BN SELECTIONS=random RUN_MATCHED=1 NUM_TARGETS=5 NUM_VICTIMS=4 sh cross_arch.sh
75	cross_075_k1_gradmatch_b0_002_svgg13_avgg13_random.sh	1	0.002	gradmatch	VGG13BN	VGG13BN	random	CIFAR10_VGG13BN_gradmatch_random_dog-bird_b0.002_eps8_seed42_K1_ce5_tgt50	0-01:30:00	0-02:15:00	SEL_K=1 BUDGET=0.002 ATTACKS=gradmatch MODELS=VGG13BN SELECTOR_MODELS=VGG13BN SELECTIONS=random RUN_MATCHED=1 NUM_TARGETS=5 NUM_VICTIMS=4 sh cross_arch.sh
76	cross_076_k1_gradmatch_b0_002_sconvnet_aconvnet_greedy.sh	1	0.002	gradmatch	ConvNetBN	ConvNetBN	greedy	CIFAR10_ConvNetBN_gradmatch_ours_dog-bird_b0.002_eps8_seed42_lam1_cosine_K1_ce5_tgt70	0-01:00:00	0-01:45:00	SEL_K=1 BUDGET=0.002 ATTACKS=gradmatch MODELS=ConvNetBN SELECTOR_MODELS=ConvNetBN SELECTIONS=greedy RUN_MATCHED=1 NUM_TARGETS=5 NUM_VICTIMS=4 sh cross_arch.sh
77	cross_077_k1_gradmatch_b0_002_sconvnet_aresnet20_greedy.sh	1	0.002	gradmatch	ConvNetBN	ResNet20BN	greedy	CIFAR10_ResNet20BN_gradmatch_ours_dog-bird_b0.002_eps8_seed42_lam1_cosine_selarchConvNetBN_K1_ce5_tgt14	0-01:45:00	0-02:30:00	SEL_K=1 BUDGET=0.002 ATTACKS=gradmatch MODELS=ResNet20BN SELECTOR_MODELS=ConvNetBN SELECTIONS=greedy RUN_MATCHED=1 NUM_TARGETS=5 NUM_VICTIMS=4 sh cross_arch.sh
78	cross_078_k1_gradmatch_b0_002_sconvnet_avgg13_greedy.sh	1	0.002	gradmatch	ConvNetBN	VGG13BN	greedy	CIFAR10_VGG13BN_gradmatch_ours_dog-bird_b0.002_eps8_seed42_lam1_cosine_selarchConvNetBN_K1_ce5_tgt50	0-01:30:00	0-02:15:00	SEL_K=1 BUDGET=0.002 ATTACKS=gradmatch MODELS=VGG13BN SELECTOR_MODELS=ConvNetBN SELECTIONS=greedy RUN_MATCHED=1 NUM_TARGETS=5 NUM_VICTIMS=4 sh cross_arch.sh
79	cross_079_k1_gradmatch_b0_002_sresnet20_aconvnet_greedy.sh	1	0.002	gradmatch	ResNet20BN	ConvNetBN	greedy	CIFAR10_ConvNetBN_gradmatch_ours_dog-bird_b0.002_eps8_seed42_lam1_cosine_selarchResNet20BN_K1_ce5_tgt70	0-01:00:00	0-01:45:00	SEL_K=1 BUDGET=0.002 ATTACKS=gradmatch MODELS=ConvNetBN SELECTOR_MODELS=ResNet20BN SELECTIONS=greedy RUN_MATCHED=1 NUM_TARGETS=5 NUM_VICTIMS=4 sh cross_arch.sh
80	cross_080_k1_gradmatch_b0_002_sresnet20_aresnet20_greedy.sh	1	0.002	gradmatch	ResNet20BN	ResNet20BN	greedy	CIFAR10_ResNet20BN_gradmatch_ours_dog-bird_b0.002_eps8_seed42_lam1_cosine_K1_ce5_tgt14	0-01:45:00	0-02:30:00	SEL_K=1 BUDGET=0.002 ATTACKS=gradmatch MODELS=ResNet20BN SELECTOR_MODELS=ResNet20BN SELECTIONS=greedy RUN_MATCHED=1 NUM_TARGETS=5 NUM_VICTIMS=4 sh cross_arch.sh
81	cross_081_k1_gradmatch_b0_002_sresnet20_avgg13_greedy.sh	1	0.002	gradmatch	ResNet20BN	VGG13BN	greedy	CIFAR10_VGG13BN_gradmatch_ours_dog-bird_b0.002_eps8_seed42_lam1_cosine_selarchResNet20BN_K1_ce5_tgt50	0-01:30:00	0-02:15:00	SEL_K=1 BUDGET=0.002 ATTACKS=gradmatch MODELS=VGG13BN SELECTOR_MODELS=ResNet20BN SELECTIONS=greedy RUN_MATCHED=1 NUM_TARGETS=5 NUM_VICTIMS=4 sh cross_arch.sh
82	cross_082_k1_gradmatch_b0_002_svgg13_aconvnet_greedy.sh	1	0.002	gradmatch	VGG13BN	ConvNetBN	greedy	CIFAR10_ConvNetBN_gradmatch_ours_dog-bird_b0.002_eps8_seed42_lam1_cosine_selarchVGG13BN_K1_ce5_tgt70	0-01:00:00	0-01:45:00	SEL_K=1 BUDGET=0.002 ATTACKS=gradmatch MODELS=ConvNetBN SELECTOR_MODELS=VGG13BN SELECTIONS=greedy RUN_MATCHED=1 NUM_TARGETS=5 NUM_VICTIMS=4 sh cross_arch.sh
83	cross_083_k1_gradmatch_b0_002_svgg13_aresnet20_greedy.sh	1	0.002	gradmatch	VGG13BN	ResNet20BN	greedy	CIFAR10_ResNet20BN_gradmatch_ours_dog-bird_b0.002_eps8_seed42_lam1_cosine_selarchVGG13BN_K1_ce5_tgt14	0-01:45:00	0-02:30:00	SEL_K=1 BUDGET=0.002 ATTACKS=gradmatch MODELS=ResNet20BN SELECTOR_MODELS=VGG13BN SELECTIONS=greedy RUN_MATCHED=1 NUM_TARGETS=5 NUM_VICTIMS=4 sh cross_arch.sh
84	cross_084_k1_gradmatch_b0_002_svgg13_avgg13_greedy.sh	1	0.002	gradmatch	VGG13BN	VGG13BN	greedy	CIFAR10_VGG13BN_gradmatch_ours_dog-bird_b0.002_eps8_seed42_lam1_cosine_K1_ce5_tgt50	0-01:30:00	0-02:15:00	SEL_K=1 BUDGET=0.002 ATTACKS=gradmatch MODELS=VGG13BN SELECTOR_MODELS=VGG13BN SELECTIONS=greedy RUN_MATCHED=1 NUM_TARGETS=5 NUM_VICTIMS=4 sh cross_arch.sh
85	cross_085_k1_gradmatch_b0_002_sconvnet_aconvnet_dpp.sh	1	0.002	gradmatch	ConvNetBN	ConvNetBN	dpp	CIFAR10_ConvNetBN_gradmatch_ours_dog-bird_b0.002_eps8_seed42_lam1_cosine_seldpp2_K1_ce5_tgt70	0-01:00:00	0-01:45:00	SEL_K=1 BUDGET=0.002 ATTACKS=gradmatch MODELS=ConvNetBN SELECTOR_MODELS=ConvNetBN SELECTIONS=dpp RUN_MATCHED=1 NUM_TARGETS=5 NUM_VICTIMS=4 sh cross_arch.sh
86	cross_086_k1_gradmatch_b0_002_sconvnet_aresnet20_dpp.sh	1	0.002	gradmatch	ConvNetBN	ResNet20BN	dpp	CIFAR10_ResNet20BN_gradmatch_ours_dog-bird_b0.002_eps8_seed42_lam1_cosine_seldpp2_selarchConvNetBN_K1_ce5_tgt14	0-02:00:00	0-02:45:00	SEL_K=1 BUDGET=0.002 ATTACKS=gradmatch MODELS=ResNet20BN SELECTOR_MODELS=ConvNetBN SELECTIONS=dpp RUN_MATCHED=1 NUM_TARGETS=5 NUM_VICTIMS=4 sh cross_arch.sh
87	cross_087_k1_gradmatch_b0_002_sconvnet_avgg13_dpp.sh	1	0.002	gradmatch	ConvNetBN	VGG13BN	dpp	CIFAR10_VGG13BN_gradmatch_ours_dog-bird_b0.002_eps8_seed42_lam1_cosine_seldpp2_selarchConvNetBN_K1_ce5_tgt50	0-01:45:00	0-02:30:00	SEL_K=1 BUDGET=0.002 ATTACKS=gradmatch MODELS=VGG13BN SELECTOR_MODELS=ConvNetBN SELECTIONS=dpp RUN_MATCHED=1 NUM_TARGETS=5 NUM_VICTIMS=4 sh cross_arch.sh
88	cross_088_k1_gradmatch_b0_002_sresnet20_aconvnet_dpp.sh	1	0.002	gradmatch	ResNet20BN	ConvNetBN	dpp	CIFAR10_ConvNetBN_gradmatch_ours_dog-bird_b0.002_eps8_seed42_lam1_cosine_seldpp2_selarchResNet20BN_K1_ce5_tgt70	0-01:00:00	0-01:45:00	SEL_K=1 BUDGET=0.002 ATTACKS=gradmatch MODELS=ConvNetBN SELECTOR_MODELS=ResNet20BN SELECTIONS=dpp RUN_MATCHED=1 NUM_TARGETS=5 NUM_VICTIMS=4 sh cross_arch.sh
89	cross_089_k1_gradmatch_b0_002_sresnet20_aresnet20_dpp.sh	1	0.002	gradmatch	ResNet20BN	ResNet20BN	dpp	CIFAR10_ResNet20BN_gradmatch_ours_dog-bird_b0.002_eps8_seed42_lam1_cosine_seldpp2_K1_ce5_tgt14	0-02:00:00	0-02:45:00	SEL_K=1 BUDGET=0.002 ATTACKS=gradmatch MODELS=ResNet20BN SELECTOR_MODELS=ResNet20BN SELECTIONS=dpp RUN_MATCHED=1 NUM_TARGETS=5 NUM_VICTIMS=4 sh cross_arch.sh
90	cross_090_k1_gradmatch_b0_002_sresnet20_avgg13_dpp.sh	1	0.002	gradmatch	ResNet20BN	VGG13BN	dpp	CIFAR10_VGG13BN_gradmatch_ours_dog-bird_b0.002_eps8_seed42_lam1_cosine_seldpp2_selarchResNet20BN_K1_ce5_tgt50	0-01:45:00	0-02:30:00	SEL_K=1 BUDGET=0.002 ATTACKS=gradmatch MODELS=VGG13BN SELECTOR_MODELS=ResNet20BN SELECTIONS=dpp RUN_MATCHED=1 NUM_TARGETS=5 NUM_VICTIMS=4 sh cross_arch.sh
91	cross_091_k1_gradmatch_b0_002_svgg13_aconvnet_dpp.sh	1	0.002	gradmatch	VGG13BN	ConvNetBN	dpp	CIFAR10_ConvNetBN_gradmatch_ours_dog-bird_b0.002_eps8_seed42_lam1_cosine_seldpp2_selarchVGG13BN_K1_ce5_tgt70	0-01:00:00	0-01:45:00	SEL_K=1 BUDGET=0.002 ATTACKS=gradmatch MODELS=ConvNetBN SELECTOR_MODELS=VGG13BN SELECTIONS=dpp RUN_MATCHED=1 NUM_TARGETS=5 NUM_VICTIMS=4 sh cross_arch.sh
92	cross_092_k1_gradmatch_b0_002_svgg13_aresnet20_dpp.sh	1	0.002	gradmatch	VGG13BN	ResNet20BN	dpp	CIFAR10_ResNet20BN_gradmatch_ours_dog-bird_b0.002_eps8_seed42_lam1_cosine_seldpp2_selarchVGG13BN_K1_ce5_tgt14	0-02:00:00	0-02:45:00	SEL_K=1 BUDGET=0.002 ATTACKS=gradmatch MODELS=ResNet20BN SELECTOR_MODELS=VGG13BN SELECTIONS=dpp RUN_MATCHED=1 NUM_TARGETS=5 NUM_VICTIMS=4 sh cross_arch.sh
93	cross_093_k1_gradmatch_b0_002_svgg13_avgg13_dpp.sh	1	0.002	gradmatch	VGG13BN	VGG13BN	dpp	CIFAR10_VGG13BN_gradmatch_ours_dog-bird_b0.002_eps8_seed42_lam1_cosine_seldpp2_K1_ce5_tgt50	0-01:45:00	0-02:30:00	SEL_K=1 BUDGET=0.002 ATTACKS=gradmatch MODELS=VGG13BN SELECTOR_MODELS=VGG13BN SELECTIONS=dpp RUN_MATCHED=1 NUM_TARGETS=5 NUM_VICTIMS=4 sh cross_arch.sh
94	cross_094_k3_gradmatch_b0_002_sconvnet_aconvnet_random.sh	3	0.002	gradmatch	ConvNetBN	ConvNetBN	random	CIFAR10_ConvNetBN_gradmatch_random_dog-bird_b0.002_eps8_seed42_K3_ce5_tgt70	0-01:00:00	0-01:45:00	SEL_K=3 BUDGET=0.002 ATTACKS=gradmatch MODELS=ConvNetBN SELECTOR_MODELS=ConvNetBN SELECTIONS=random RUN_MATCHED=1 NUM_TARGETS=5 NUM_VICTIMS=4 sh cross_arch.sh
95	cross_095_k3_gradmatch_b0_002_sconvnet_aresnet20_random.sh	3	0.002	gradmatch	ConvNetBN	ResNet20BN	random	CIFAR10_ResNet20BN_gradmatch_random_dog-bird_b0.002_eps8_seed42_selarchConvNetBN_K3_ce5_tgt14	0-01:45:00	0-02:30:00	SEL_K=3 BUDGET=0.002 ATTACKS=gradmatch MODELS=ResNet20BN SELECTOR_MODELS=ConvNetBN SELECTIONS=random RUN_MATCHED=1 NUM_TARGETS=5 NUM_VICTIMS=4 sh cross_arch.sh
96	cross_096_k3_gradmatch_b0_002_sconvnet_avgg13_random.sh	3	0.002	gradmatch	ConvNetBN	VGG13BN	random	CIFAR10_VGG13BN_gradmatch_random_dog-bird_b0.002_eps8_seed42_selarchConvNetBN_K3_ce5_tgt50	0-01:30:00	0-02:15:00	SEL_K=3 BUDGET=0.002 ATTACKS=gradmatch MODELS=VGG13BN SELECTOR_MODELS=ConvNetBN SELECTIONS=random RUN_MATCHED=1 NUM_TARGETS=5 NUM_VICTIMS=4 sh cross_arch.sh
97	cross_097_k3_gradmatch_b0_002_sresnet20_aconvnet_random.sh	3	0.002	gradmatch	ResNet20BN	ConvNetBN	random	CIFAR10_ConvNetBN_gradmatch_random_dog-bird_b0.002_eps8_seed42_selarchResNet20BN_K3_ce5_tgt70	0-01:00:00	0-01:45:00	SEL_K=3 BUDGET=0.002 ATTACKS=gradmatch MODELS=ConvNetBN SELECTOR_MODELS=ResNet20BN SELECTIONS=random RUN_MATCHED=1 NUM_TARGETS=5 NUM_VICTIMS=4 sh cross_arch.sh
98	cross_098_k3_gradmatch_b0_002_sresnet20_aresnet20_random.sh	3	0.002	gradmatch	ResNet20BN	ResNet20BN	random	CIFAR10_ResNet20BN_gradmatch_random_dog-bird_b0.002_eps8_seed42_K3_ce5_tgt14	0-01:45:00	0-02:30:00	SEL_K=3 BUDGET=0.002 ATTACKS=gradmatch MODELS=ResNet20BN SELECTOR_MODELS=ResNet20BN SELECTIONS=random RUN_MATCHED=1 NUM_TARGETS=5 NUM_VICTIMS=4 sh cross_arch.sh
99	cross_099_k3_gradmatch_b0_002_sresnet20_avgg13_random.sh	3	0.002	gradmatch	ResNet20BN	VGG13BN	random	CIFAR10_VGG13BN_gradmatch_random_dog-bird_b0.002_eps8_seed42_selarchResNet20BN_K3_ce5_tgt50	0-01:30:00	0-02:15:00	SEL_K=3 BUDGET=0.002 ATTACKS=gradmatch MODELS=VGG13BN SELECTOR_MODELS=ResNet20BN SELECTIONS=random RUN_MATCHED=1 NUM_TARGETS=5 NUM_VICTIMS=4 sh cross_arch.sh
100	cross_100_k3_gradmatch_b0_002_svgg13_aconvnet_random.sh	3	0.002	gradmatch	VGG13BN	ConvNetBN	random	CIFAR10_ConvNetBN_gradmatch_random_dog-bird_b0.002_eps8_seed42_selarchVGG13BN_K3_ce5_tgt70	0-01:00:00	0-01:45:00	SEL_K=3 BUDGET=0.002 ATTACKS=gradmatch MODELS=ConvNetBN SELECTOR_MODELS=VGG13BN SELECTIONS=random RUN_MATCHED=1 NUM_TARGETS=5 NUM_VICTIMS=4 sh cross_arch.sh
101	cross_101_k3_gradmatch_b0_002_svgg13_aresnet20_random.sh	3	0.002	gradmatch	VGG13BN	ResNet20BN	random	CIFAR10_ResNet20BN_gradmatch_random_dog-bird_b0.002_eps8_seed42_selarchVGG13BN_K3_ce5_tgt14	0-01:45:00	0-02:30:00	SEL_K=3 BUDGET=0.002 ATTACKS=gradmatch MODELS=ResNet20BN SELECTOR_MODELS=VGG13BN SELECTIONS=random RUN_MATCHED=1 NUM_TARGETS=5 NUM_VICTIMS=4 sh cross_arch.sh
102	cross_102_k3_gradmatch_b0_002_svgg13_avgg13_random.sh	3	0.002	gradmatch	VGG13BN	VGG13BN	random	CIFAR10_VGG13BN_gradmatch_random_dog-bird_b0.002_eps8_seed42_K3_ce5_tgt50	0-01:30:00	0-02:15:00	SEL_K=3 BUDGET=0.002 ATTACKS=gradmatch MODELS=VGG13BN SELECTOR_MODELS=VGG13BN SELECTIONS=random RUN_MATCHED=1 NUM_TARGETS=5 NUM_VICTIMS=4 sh cross_arch.sh
103	cross_103_k3_gradmatch_b0_002_sconvnet_aconvnet_greedy.sh	3	0.002	gradmatch	ConvNetBN	ConvNetBN	greedy	CIFAR10_ConvNetBN_gradmatch_ours_dog-bird_b0.002_eps8_seed42_lam1_cosine_K3_ce5_tgt70	0-01:00:00	0-01:45:00	SEL_K=3 BUDGET=0.002 ATTACKS=gradmatch MODELS=ConvNetBN SELECTOR_MODELS=ConvNetBN SELECTIONS=greedy RUN_MATCHED=1 NUM_TARGETS=5 NUM_VICTIMS=4 sh cross_arch.sh
104	cross_104_k3_gradmatch_b0_002_sconvnet_aresnet20_greedy.sh	3	0.002	gradmatch	ConvNetBN	ResNet20BN	greedy	CIFAR10_ResNet20BN_gradmatch_ours_dog-bird_b0.002_eps8_seed42_lam1_cosine_selarchConvNetBN_K3_ce5_tgt14	0-01:45:00	0-02:30:00	SEL_K=3 BUDGET=0.002 ATTACKS=gradmatch MODELS=ResNet20BN SELECTOR_MODELS=ConvNetBN SELECTIONS=greedy RUN_MATCHED=1 NUM_TARGETS=5 NUM_VICTIMS=4 sh cross_arch.sh
